orderid,noguest,tableno,intime,outtime,dine_type,payment,menu,sizeid,qty,price,cost,isrecommended,category,customer,gender,countryid,firstvisitdt
2423,1,1,2002-12-10 20:13:00,2002-12-10 21:59:00,Eat in,Master Card,โค้ก,M,3,15,4.5,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2424,2,2,2002-12-11 18:28:00,2002-12-11 19:02:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
2424,2,2,2002-12-11 18:28:00,2002-12-11 19:02:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,1,20,8.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
2424,2,2,2002-12-11 18:28:00,2002-12-11 19:02:00,Eat in,Cash,ชุดอาหารเที่ยง,S,1,100,31.25,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
2425,2,2,2002-12-11 20:20:00,2002-12-11 20:52:00,Eat in,Cash,ต้มยำกุ้ง (ใหญ่),L,1,200,80.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
2425,2,2,2002-12-11 20:20:00,2002-12-11 20:52:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
2425,2,2,2002-12-11 20:20:00,2002-12-11 20:52:00,Eat in,Cash,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
2425,2,2,2002-12-11 20:20:00,2002-12-11 20:52:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2426,3,1,2002-12-12 11:15:00,2002-12-12 12:18:00,Eat in,Cash,ไก่ทอด,M,2,70,28.0,0,Dish,Rick Holme,M,TH,2002-01-13 20:10:00
2426,3,1,2002-12-12 11:15:00,2002-12-12 12:18:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Rick Holme,M,TH,2002-01-13 20:10:00
2426,3,1,2002-12-12 11:15:00,2002-12-12 12:18:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Rick Holme,M,TH,2002-01-13 20:10:00
2427,1,2,2002-12-12 12:23:00,2002-12-12 14:19:00,Eat in,Cash,ทอดมันปลา,S,2,30,12.0,1,Appetizer,Paul Hank,M,UK,2002-01-01 10:51:00
2427,1,2,2002-12-12 12:23:00,2002-12-12 14:19:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Paul Hank,M,UK,2002-01-01 10:51:00
2427,1,2,2002-12-12 12:23:00,2002-12-12 14:19:00,Eat in,Cash,ไอศครีมกะทิ,S,2,15,5.25,0,Dessert,Paul Hank,M,UK,2002-01-01 10:51:00
2427,1,2,2002-12-12 12:23:00,2002-12-12 14:19:00,Eat in,Cash,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Paul Hank,M,UK,2002-01-01 10:51:00
2428,3,4,2002-12-13 10:43:00,2002-12-13 11:48:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2428,3,4,2002-12-13 10:43:00,2002-12-13 11:48:00,Eat in,Visa Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2428,3,4,2002-12-13 10:43:00,2002-12-13 11:48:00,Eat in,Visa Card,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
2429,1,1,2002-12-13 11:01:00,2002-12-13 13:10:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2429,1,1,2002-12-13 11:01:00,2002-12-13 13:10:00,Eat in,Master Card,ไก่ทอด,M,2,70,28.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2429,1,1,2002-12-13 11:01:00,2002-12-13 13:10:00,Eat in,Master Card,โค้ก-Diet,M,1,15,4.5,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2429,1,1,2002-12-13 11:01:00,2002-12-13 13:10:00,Eat in,Master Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2430,4,9,2002-12-13 11:09:00,2002-12-13 13:30:00,Eat in,Cash,น้ำส้มคั้น,M,1,20,6.0,0,Beverage,Paul Hank,M,UK,2002-01-01 10:51:00
2430,4,9,2002-12-13 11:09:00,2002-12-13 13:30:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Paul Hank,M,UK,2002-01-01 10:51:00
2431,1,5,2002-12-13 11:51:00,2002-12-13 13:41:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2431,1,5,2002-12-13 11:51:00,2002-12-13 13:41:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2432,3,3,2002-12-13 12:00:00,2002-12-13 14:13:00,Eat in,Check,ปลาราดพริก,L,1,400,160.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2432,3,3,2002-12-13 12:00:00,2002-12-13 14:13:00,Eat in,Check,ไก่ทอด,M,2,70,28.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2432,3,3,2002-12-13 12:00:00,2002-12-13 14:13:00,Eat in,Check,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2432,3,3,2002-12-13 12:00:00,2002-12-13 14:13:00,Eat in,Check,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2433,2,5,2002-12-13 18:51:00,2002-12-13 19:25:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2433,2,5,2002-12-13 18:51:00,2002-12-13 19:25:00,Eat in,Cash,ไก่ทอด,M,1,70,28.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2433,2,5,2002-12-13 18:51:00,2002-12-13 19:25:00,Eat in,Cash,ทอดมันปลา,S,3,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2433,2,5,2002-12-13 18:51:00,2002-12-13 19:25:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2433,2,5,2002-12-13 18:51:00,2002-12-13 19:25:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2433,2,5,2002-12-13 18:51:00,2002-12-13 19:25:00,Eat in,Cash,ไอศครีมกะทิ,S,1,15,5.25,0,Dessert,Any Female,F,TH,2002-01-01 11:35:00
2434,3,2,2002-12-13 19:27:00,2002-12-13 21:27:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2434,3,2,2002-12-13 19:27:00,2002-12-13 21:27:00,Eat in,Master Card,ปลาราดพริก,L,3,400,160.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2434,3,2,2002-12-13 19:27:00,2002-12-13 21:27:00,Eat in,Master Card,ทอดมันปลา,S,1,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2434,3,2,2002-12-13 19:27:00,2002-12-13 21:27:00,Eat in,Master Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2435,4,3,2002-12-13 19:39:00,2002-12-13 21:51:00,Eat in,Check,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
2435,4,3,2002-12-13 19:39:00,2002-12-13 21:51:00,Eat in,Check,ไก่ทอด,M,2,70,28.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
2435,4,3,2002-12-13 19:39:00,2002-12-13 21:51:00,Eat in,Check,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
2435,4,3,2002-12-13 19:39:00,2002-12-13 21:51:00,Eat in,Check,โค้ก-Diet,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2436,3,4,2002-12-13 19:43:00,2002-12-13 20:17:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2436,3,4,2002-12-13 19:43:00,2002-12-13 20:17:00,Eat in,Master Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2437,3,1,2002-12-13 20:17:00,2002-12-13 20:49:00,Eat in,Cash,ปลาราดพริก,L,3,400,160.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
2437,3,1,2002-12-13 20:17:00,2002-12-13 20:49:00,Eat in,Cash,ไก่ทอด,M,2,70,28.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
2437,3,1,2002-12-13 20:17:00,2002-12-13 20:49:00,Eat in,Cash,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
2438,2,3,2002-12-14 10:37:00,2002-12-14 12:42:00,Eat in,American Express,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Paul Hank,M,UK,2002-01-01 10:51:00
2438,2,3,2002-12-14 10:37:00,2002-12-14 12:42:00,Eat in,American Express,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Paul Hank,M,UK,2002-01-01 10:51:00
2438,2,3,2002-12-14 10:37:00,2002-12-14 12:42:00,Eat in,American Express,ไก่ทอด,M,2,70,28.0,0,Dish,Paul Hank,M,UK,2002-01-01 10:51:00
2438,2,3,2002-12-14 10:37:00,2002-12-14 12:42:00,Eat in,American Express,เทมปุระ,S,2,50,20.0,0,Appetizer,Paul Hank,M,UK,2002-01-01 10:51:00
2438,2,3,2002-12-14 10:37:00,2002-12-14 12:42:00,Eat in,American Express,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Paul Hank,M,UK,2002-01-01 10:51:00
2439,5,1,2002-12-14 11:01:00,2002-12-14 11:55:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
2439,5,1,2002-12-14 11:01:00,2002-12-14 11:55:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2439,5,1,2002-12-14 11:01:00,2002-12-14 11:55:00,Eat in,Cash,โค้ก,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2439,5,1,2002-12-14 11:01:00,2002-12-14 11:55:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2439,5,1,2002-12-14 11:01:00,2002-12-14 11:55:00,Eat in,Cash,ไอศครีมกะทิ,S,1,15,5.25,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
2439,5,1,2002-12-14 11:01:00,2002-12-14 11:55:00,Eat in,Cash,ชุดอาหารเย็น,L,3,400,107.0,0,Menu Set,Any Male,M,TH,2002-01-04 19:22:00
2440,1,0,2002-12-14 11:51:00,2002-12-14 12:08:00,To go,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2440,1,0,2002-12-14 11:51:00,2002-12-14 12:08:00,To go,Master Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2440,1,0,2002-12-14 11:51:00,2002-12-14 12:08:00,To go,Master Card,ข้าวเหนียวมะม่วง,S,1,40,14.0,0,Dessert,Any Female,F,TH,2002-01-01 11:35:00
2441,4,4,2002-12-14 18:46:00,2002-12-14 19:52:00,Eat in,Cash,ปลาราดพริก,L,2,400,160.0,0,Dish,Colleen Smith,F,US,2002-01-08 19:17:00
2441,4,4,2002-12-14 18:46:00,2002-12-14 19:52:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Colleen Smith,F,US,2002-01-08 19:17:00
2442,4,5,2002-12-14 18:56:00,2002-12-14 19:37:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,1,20,8.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
2442,4,5,2002-12-14 18:56:00,2002-12-14 19:37:00,Eat in,Cash,ผัดผักรวม,L,3,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
2442,4,5,2002-12-14 18:56:00,2002-12-14 19:37:00,Eat in,Cash,เทมปุระ,S,3,50,20.0,0,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
2442,4,5,2002-12-14 18:56:00,2002-12-14 19:37:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2443,6,2,2002-12-14 19:23:00,2002-12-14 20:54:00,Eat in,Cash,ปลาราดพริก,L,3,400,160.0,0,Dish,Paul Hank,M,UK,2002-01-01 10:51:00
2443,6,2,2002-12-14 19:23:00,2002-12-14 20:54:00,Eat in,Cash,ทอดมันปลา,S,1,30,12.0,1,Appetizer,Paul Hank,M,UK,2002-01-01 10:51:00
2444,2,3,2002-12-14 19:37:00,2002-12-14 21:33:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
2444,2,3,2002-12-14 19:37:00,2002-12-14 21:33:00,Eat in,Visa Card,ต้มยำกุ้ง (เล็ก),S,3,20,8.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
2444,2,3,2002-12-14 19:37:00,2002-12-14 21:33:00,Eat in,Visa Card,โค้ก-Diet,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2444,2,3,2002-12-14 19:37:00,2002-12-14 21:33:00,Eat in,Visa Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2445,5,5,2002-12-14 19:50:00,2002-12-14 21:56:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Colleen Smith,F,US,2002-01-08 19:17:00
2445,5,5,2002-12-14 19:50:00,2002-12-14 21:56:00,Eat in,Cash,เทมปุระ,S,3,50,20.0,0,Appetizer,Colleen Smith,F,US,2002-01-08 19:17:00
2445,5,5,2002-12-14 19:50:00,2002-12-14 21:56:00,Eat in,Cash,ชุดอาหารเย็น,L,3,400,107.0,0,Menu Set,Colleen Smith,F,US,2002-01-08 19:17:00
2446,3,5,2002-12-14 19:57:00,2002-12-14 20:37:00,Eat in,Cash,ต้มยำกุ้ง (ใหญ่),L,2,200,80.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2446,3,5,2002-12-14 19:57:00,2002-12-14 20:37:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2446,3,5,2002-12-14 19:57:00,2002-12-14 20:37:00,Eat in,Cash,ผัดผักรวม,L,3,80,32.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2446,3,5,2002-12-14 19:57:00,2002-12-14 20:37:00,Eat in,Cash,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
2447,2,3,2002-12-15 11:31:00,2002-12-15 13:08:00,Eat in,Check,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
2447,2,3,2002-12-15 11:31:00,2002-12-15 13:08:00,Eat in,Check,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2448,1,5,2002-12-15 11:50:00,2002-12-15 13:51:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Paul Hank,M,UK,2002-01-01 10:51:00
2448,1,5,2002-12-15 11:50:00,2002-12-15 13:51:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,1,40,14.0,0,Dessert,Paul Hank,M,UK,2002-01-01 10:51:00
2448,1,5,2002-12-15 11:50:00,2002-12-15 13:51:00,Eat in,Cash,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Paul Hank,M,UK,2002-01-01 10:51:00
2449,2,5,2002-12-15 11:53:00,2002-12-15 14:09:00,Eat in,Master Card,ต้มยำกุ้ง (ใหญ่),L,2,200,80.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2449,2,5,2002-12-15 11:53:00,2002-12-15 14:09:00,Eat in,Master Card,ชุดอาหารเที่ยง,S,1,100,31.25,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
2450,3,5,2002-12-15 11:55:00,2002-12-15 13:42:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2450,3,5,2002-12-15 11:55:00,2002-12-15 13:42:00,Eat in,Cash,ทอดมันปลา,S,3,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2450,3,5,2002-12-15 11:55:00,2002-12-15 13:42:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2450,3,5,2002-12-15 11:55:00,2002-12-15 13:42:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2451,3,3,2002-12-15 18:37:00,2002-12-15 20:49:00,Eat in,Cash,ต้มยำกุ้ง (ใหญ่),L,3,200,80.0,0,Dish,Richard Hank,M,US,2002-01-04 18:37:00
2451,3,3,2002-12-15 18:37:00,2002-12-15 20:49:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Richard Hank,M,US,2002-01-04 18:37:00
2451,3,3,2002-12-15 18:37:00,2002-12-15 20:49:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Richard Hank,M,US,2002-01-04 18:37:00
2452,2,2,2002-12-15 19:02:00,2002-12-15 20:03:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2452,2,2,2002-12-15 19:02:00,2002-12-15 20:03:00,Eat in,Cash,เทมปุระ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2452,2,2,2002-12-15 19:02:00,2002-12-15 20:03:00,Eat in,Cash,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
2453,2,7,2002-12-15 19:07:00,2002-12-15 20:13:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2453,2,7,2002-12-15 19:07:00,2002-12-15 20:13:00,Eat in,Master Card,ต้มยำกุ้ง (เล็ก),S,1,20,8.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
2453,2,7,2002-12-15 19:07:00,2002-12-15 20:13:00,Eat in,Master Card,แกงเขียวหวานไก่,M,3,60,24.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2453,2,7,2002-12-15 19:07:00,2002-12-15 20:13:00,Eat in,Master Card,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2454,3,1,2002-12-15 19:12:00,2002-12-15 21:00:00,Eat in,Cash,ทอดมันปลา,S,2,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2454,3,1,2002-12-15 19:12:00,2002-12-15 21:00:00,Eat in,Cash,เทมปุระ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2454,3,1,2002-12-15 19:12:00,2002-12-15 21:00:00,Eat in,Cash,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2454,3,1,2002-12-15 19:12:00,2002-12-15 21:00:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2454,3,1,2002-12-15 19:12:00,2002-12-15 21:00:00,Eat in,Cash,ไอศครีมกะทิ,S,2,15,5.25,0,Dessert,Any Female,F,TH,2002-01-01 11:35:00
2455,3,1,2002-12-15 19:13:00,2002-12-15 20:26:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Rick Holme,M,TH,2002-01-13 20:10:00
2455,3,1,2002-12-15 19:13:00,2002-12-15 20:26:00,Eat in,Visa Card,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Rick Holme,M,TH,2002-01-13 20:10:00
2455,3,1,2002-12-15 19:13:00,2002-12-15 20:26:00,Eat in,Visa Card,โค้ก,M,2,15,4.5,0,Beverage,Rick Holme,M,TH,2002-01-13 20:10:00
2455,3,1,2002-12-15 19:13:00,2002-12-15 20:26:00,Eat in,Visa Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Rick Holme,M,TH,2002-01-13 20:10:00
2455,3,1,2002-12-15 19:13:00,2002-12-15 20:26:00,Eat in,Visa Card,ข้าวเหนียวมะม่วง,S,3,40,14.0,0,Dessert,Rick Holme,M,TH,2002-01-13 20:10:00
2456,2,5,2002-12-16 19:51:00,2002-12-16 20:40:00,Eat in,Master Card,ต้มยำกุ้ง (ใหญ่),L,2,200,80.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
2456,2,5,2002-12-16 19:51:00,2002-12-16 20:40:00,Eat in,Master Card,ทอดมันปลา,S,2,30,12.0,1,Appetizer,Pete Johnson,M,US,2002-01-04 11:55:00
2456,2,5,2002-12-16 19:51:00,2002-12-16 20:40:00,Eat in,Master Card,เทมปุระ,S,2,50,20.0,0,Appetizer,Pete Johnson,M,US,2002-01-04 11:55:00
2457,1,5,2002-12-17 10:57:00,2002-12-17 12:03:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
2457,1,5,2002-12-17 10:57:00,2002-12-17 12:03:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,3,20,8.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
2457,1,5,2002-12-17 10:57:00,2002-12-17 12:03:00,Eat in,Cash,ไก่ทอด,M,2,70,28.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
2457,1,5,2002-12-17 10:57:00,2002-12-17 12:03:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
2457,1,5,2002-12-17 10:57:00,2002-12-17 12:03:00,Eat in,Cash,ชุดอาหารเย็น,L,1,400,107.0,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
2458,3,5,2002-12-17 11:51:00,2002-12-17 13:47:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2458,3,5,2002-12-17 11:51:00,2002-12-17 13:47:00,Eat in,Cash,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2458,3,5,2002-12-17 11:51:00,2002-12-17 13:47:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Any Female,F,TH,2002-01-01 11:35:00
2459,2,4,2002-12-17 18:44:00,2002-12-17 20:11:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
2459,2,4,2002-12-17 18:44:00,2002-12-17 20:11:00,Eat in,Cash,หมูสะเต็ะ,S,3,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
2459,2,4,2002-12-17 18:44:00,2002-12-17 20:11:00,Eat in,Cash,โค้ก-Diet,M,3,15,4.5,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
2459,2,4,2002-12-17 18:44:00,2002-12-17 20:11:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Any Female,F,TH,2002-01-01 11:35:00
2460,1,0,2002-12-17 18:51:00,2002-12-17 19:08:00,To go,Master Card,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
2460,1,0,2002-12-17 18:51:00,2002-12-17 19:08:00,To go,Master Card,ต้มยำกุ้ง (เล็ก),S,3,20,8.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
2460,1,0,2002-12-17 18:51:00,2002-12-17 19:08:00,To go,Master Card,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2460,1,0,2002-12-17 18:51:00,2002-12-17 19:08:00,To go,Master Card,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Any Male,M,TH,2002-01-04 19:22:00
2461,3,3,2002-12-17 19:31:00,2002-12-17 20:25:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
2461,3,3,2002-12-17 19:31:00,2002-12-17 20:25:00,Eat in,Cash,ไก่ทอด,M,2,70,28.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
2461,3,3,2002-12-17 19:31:00,2002-12-17 20:25:00,Eat in,Cash,หมูสะเต็ะ,S,1,50,20.0,0,Appetizer,Pete Johnson,M,US,2002-01-04 11:55:00
2461,3,3,2002-12-17 19:31:00,2002-12-17 20:25:00,Eat in,Cash,โค้ก,M,2,15,4.5,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
2461,3,3,2002-12-17 19:31:00,2002-12-17 20:25:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
2462,3,5,2002-12-18 11:53:00,2002-12-18 12:46:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
2462,3,5,2002-12-18 11:53:00,2002-12-18 12:46:00,Eat in,Master Card,เทมปุระ,S,2,50,20.0,0,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
2462,3,5,2002-12-18 11:53:00,2002-12-18 12:46:00,Eat in,Master Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
2462,3,5,2002-12-18 11:53:00,2002-12-18 12:46:00,Eat in,Master Card,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
2463,2,1,2002-12-18 20:10:00,2002-12-18 22:28:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Richard Hank,M,US,2002-01-04 18:37:00
2463,2,1,2002-12-18 20:10:00,2002-12-18 22:28:00,Eat in,Cash,ผัดผักรวม,L,1,80,32.0,0,Dish,Richard Hank,M,US,2002-01-04 18:37:00
2463,2,1,2002-12-18 20:10:00,2002-12-18 22:28:00,Eat in,Cash,น้ำส้มคั้น,M,1,20,6.0,0,Beverage,Richard Hank,M,US,2002-01-04 18:37:00
2463,2,1,2002-12-18 20:10:00,2002-12-18 22:28:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Richard Hank,M,US,2002-01-04 18:37:00
